index,value
1957 Oct,3.6
1957 Nov,4.6
1957 Dec,5
1958 Jan,6.8
1958 Feb,7.7
1958 Mar,7.7
1958 Apr,7.5
1958 May,7.1
1958 Jun,7.6
1958 Jul,7.4
1958 Aug,6.7
1958 Sep,6
1958 Oct,5.5
1958 Nov,5.6
1958 Dec,6
1959 Jan,7
1959 Feb,7
1959 Mar,6.4
1959 Apr,5.2
1959 May,4.9
1959 Jun,5.4
1959 Jul,5.2
1959 Aug,4.8
1959 Sep,4.7
1959 Oct,4.7
1959 Nov,5.3
1959 Dec,5.1
1960 Jan,6.1
1960 Feb,5.7
1960 Mar,6.1
1960 Apr,5.2
1960 May,4.8
1960 Jun,5.8
1960 Jul,5.5
1960 Aug,5.2
1960 Sep,4.7
1960 Oct,5
1960 Nov,5.6
1960 Dec,6.4
1961 Jan,7.7
1961 Feb,8.1
1961 Mar,7.7
1961 Apr,7
1961 May,6.6
1961 Jun,7.3
1961 Jul,6.9
1961 Aug,6.2
1961 Sep,5.8
1961 Oct,5.5
1961 Nov,5.6
1961 Dec,5.8
1962 Jan,6.7
1962 Feb,6.5
1962 Mar,6.2
1962 Apr,5.5
1962 May,5.1
1962 Jun,5.9
1962 Jul,5.3
1962 Aug,5.3
1962 Sep,4.9
1962 Oct,4.5
1962 Nov,5.3
1962 Dec,5.3
1963 Jan,6.6
1963 Feb,6.9
1963 Mar,6.3
1963 Apr,5.6
1963 May,5.5
1963 Jun,6.2
1963 Jul,5.6
1963 Aug,5.2
1963 Sep,4.8
1963 Oct,4.7
1963 Nov,5.3
1963 Dec,5.3
1964 Jan,6.4
1964 Feb,6.2
1964 Mar,5.9
1964 Apr,5.3
1964 May,4.8
1964 Jun,5.9
1964 Jul,4.9
1964 Aug,4.8
1964 Sep,4.5
1964 Oct,4.4
1964 Nov,4.5
1964 Dec,4.7
1965 Jan,5.5
1965 Feb,5.7
1965 Mar,5.1
1965 Apr,4.7
1965 May,4.3
1965 Jun,5.3
1965 Jul,4.5
1965 Aug,4.2
1965 Sep,3.8
1965 Oct,3.6
1965 Nov,3.9
1965 Dec,3.7
1966 Jan,4.4
1966 Feb,4.2
1966 Mar,4
1966 Apr,3.6
1966 May,3.7
1966 Jun,4.6
1966 Jul,3.9
1966 Aug,3.6
1966 Sep,3.3
1966 Oct,3.2
1966 Nov,3.4
1966 Dec,3.5
1967 Jan,4.2
1967 Feb,4.2
1967 Mar,3.9
1967 Apr,3.5
1967 May,3.2
1967 Jun,4.6
1967 Jul,4.1
1967 Aug,3.7
1967 Sep,3.7
1967 Oct,3.8
1967 Nov,3.7
1967 Dec,3.5
1968 Jan,4
1968 Feb,4.2
1968 Mar,3.8
1968 Apr,3.2
1968 May,2.9
1968 Jun,4.5
1968 Jul,4
1968 Aug,3.5
1968 Sep,3.3
1968 Oct,3.2
1968 Nov,3.3
1968 Dec,3.1
1969 Jan,3.7
1969 Feb,3.7
1969 Mar,3.5
1969 Apr,3.2
1969 May,2.9
1969 Jun,4.1
1969 Jul,3.8
1969 Aug,3.5
1969 Sep,3.7
1969 Oct,3.5
1969 Nov,3.3
1969 Dec,3.2
1970 Jan,4.2
1970 Feb,4.7
1970 Mar,4.6
1970 Apr,4.3
1970 May,4.1
1970 Jun,5.6
1970 Jul,5.3
1970 Aug,5
1970 Sep,5.2
1970 Oct,5.1
1970 Nov,5.5
1970 Dec,5.6
1971 Jan,6.6
1971 Feb,6.6
1971 Mar,6.3
1971 Apr,5.7
1971 May,5.3
1971 Jun,6.5
1971 Jul,6.2
1971 Aug,5.9
1971 Sep,5.8
1971 Oct,5.4
1971 Nov,5.7
1971 Dec,5.5
1972 Jan,6.5
1972 Feb,6.4
1972 Mar,6.1
1972 Apr,5.5
1972 May,5.1
1972 Jun,6.2
1972 Jul,5.9
1972 Aug,5.5
1972 Sep,5.4
1972 Oct,5.1
1972 Nov,4.9
1972 Dec,4.8
1973 Jan,5.5
1973 Feb,5.6
1973 Mar,5.2
1973 Apr,4.8
1973 May,4.4
1973 Jun,5.4
1973 Jul,5
1973 Aug,4.7
1973 Sep,4.7
1973 Oct,4.2
1973 Nov,4.6
1973 Dec,4.6
1974 Jan,5.7
1974 Feb,5.8
1974 Mar,5.3
1974 Apr,4.8
1974 May,4.6
1974 Jun,5.8
1974 Jul,5.7
1974 Aug,5.3
1974 Sep,5.7
1974 Oct,5.5
1974 Nov,6.2
1974 Dec,6.7
1975 Jan,9
1975 Feb,9.1
1975 Mar,9.1
1975 Apr,8.6
1975 May,8.3
1975 Jun,9.1
1975 Jul,8.7
1975 Aug,8.2
1975 Sep,8.1
1975 Oct,7.8
1975 Nov,7.8
1975 Dec,7.8
1976 Jan,8.8
1976 Feb,8.7
1976 Mar,8.1
1976 Apr,7.4
1976 May,6.8
1976 Jun,8
1976 Jul,7.8
1976 Aug,7.6
1976 Sep,7.4
1976 Oct,7.2
1976 Nov,7.4
1976 Dec,7.4
1977 Jan,8.3
1977 Feb,8.5
1977 Mar,7.9
1977 Apr,6.9
1977 May,6.4
1977 Jun,7.5
1977 Jul,7
1977 Aug,6.8
1977 Sep,6.6
1977 Oct,6.4
1977 Nov,6.5
1977 Dec,6
1978 Jan,7.1
1978 Feb,6.9
1978 Mar,6.6
1978 Apr,5.8
1978 May,5.5
1978 Jun,6.2
1978 Jul,6.3
1978 Aug,5.9
1978 Sep,5.8
1978 Oct,5.4
1978 Nov,5.6
1978 Dec,5.7
1979 Jan,6.4
1979 Feb,6.4
1979 Mar,6.1
1979 Apr,5.5
1979 May,5.2
1979 Jun,6
1979 Jul,5.9
1979 Aug,5.9
1979 Sep,5.7
1979 Oct,5.6
1979 Nov,5.6
1979 Dec,5.7
1980 Jan,6.9
1980 Feb,6.8
1980 Mar,6.6
1980 Apr,6.7
1980 May,7.1
1980 Jun,7.8
1980 Jul,7.9
1980 Aug,7.6
1980 Sep,7.2
1980 Oct,7.1
1980 Nov,7.1
1980 Dec,6.9
1981 Jan,8.2
1981 Feb,8
1981 Mar,7.7
1981 Apr,7
1981 May,7.1
1981 Jun,7.7
1981 Jul,7.3
1981 Aug,7.2
1981 Sep,7.3
1981 Oct,7.5
1981 Nov,7.9
1981 Dec,8.3
1982 Jan,9.4
1982 Feb,9.6
1982 Mar,9.5
1982 Apr,9.2
1982 May,9.1
1982 Jun,9.8
1982 Jul,9.8
1982 Aug,9.6
1982 Sep,9.7
1982 Oct,9.9
1982 Nov,10.4
1982 Dec,10.5
1983 Jan,11.4
1983 Feb,11.3
1983 Mar,10.8
1983 Apr,10
1983 May,9.8
1983 Jun,10.2
1983 Jul,9.4
1983 Aug,9.2
1983 Sep,8.8
1983 Oct,8.4
1983 Nov,8.1
1983 Dec,8
1984 Jan,8.8
1984 Feb,8.4
1984 Mar,8.1
1984 Apr,7.6
1984 May,7.2
1984 Jun,7.4
1984 Jul,7.5
1984 Aug,7.3
1984 Sep,7.1
1984 Oct,7
1984 Nov,6.9
1984 Dec,7
1985 Jan,8
1985 Feb,7.8
1985 Mar,7.5
1985 Apr,7.1
1985 May,7
1985 Jun,7.5
1985 Jul,7.4
1985 Aug,6.9
1985 Sep,6.9
1985 Oct,6.8
1985 Nov,6.7
1985 Dec,6.7
1986 Jan,7.3
1986 Feb,7.8
1986 Mar,7.5
1986 Apr,7
1986 May,7
1986 Jun,7.3
1986 Jul,7
1986 Aug,6.7
1986 Sep,6.8
1986 Oct,6.6
1986 Nov,6.6
1986 Dec,6.3
1987 Jan,7.3
1987 Feb,7.2
1987 Mar,6.9
1987 Apr,6.2
1987 May,6.1
1987 Jun,6.3
1987 Jul,6.1
1987 Aug,5.8
1987 Sep,5.7
1987 Oct,5.7
1987 Nov,5.6
1987 Dec,5.4
1988 Jan,6.3
1988 Feb,6.2
1988 Mar,5.9
1988 Apr,5.3
1988 May,5.4
1988 Jun,5.5
1988 Jul,5.5
1988 Aug,5.4
1988 Sep,5.2
1988 Oct,5
1988 Nov,5.2
1988 Dec,5
1989 Jan,6
1989 Feb,5.6
1989 Mar,5.2
1989 Apr,5.1
1989 May,5
1989 Jun,5.5
1989 Jul,5.3
1989 Aug,5.1
1989 Sep,5.1
1989 Oct,5
1989 Nov,5.2
1989 Dec,5.1
1990 Jan,6
1990 Feb,5.9
1990 Mar,5.5
1990 Apr,5.3
1990 May,5.2
1990 Jun,5.4
1990 Jul,5.6
1990 Aug,5.5
1990 Sep,5.6
1990 Oct,5.5
1990 Nov,5.9
1990 Dec,6
1991 Jan,7.1
1991 Feb,7.3
1991 Mar,7.2
1991 Apr,6.5
1991 May,6.7
1991 Jun,7
1991 Jul,6.8
1991 Aug,6.6
1991 Sep,6.5
1991 Oct,6.5
1991 Nov,6.7
1991 Dec,6.9
1992 Jan,8.1
1992 Feb,8.2
1992 Mar,7.8
1992 Apr,7.2
1992 May,7.3
1992 Jun,8
1992 Jul,7.7
1992 Aug,7.4
1992 Sep,7.3
1992 Oct,6.9
1992 Nov,7.1
1992 Dec,7.1
1993 Jan,8
1993 Feb,7.8
1993 Mar,7.4
1993 Apr,6.9
1993 May,6.8
1993 Jun,7.2
1993 Jul,7
1993 Aug,6.6
1993 Sep,6.4
1993 Oct,6.4
1993 Nov,6.2
1993 Dec,6.1
1994 Jan,7.3
1994 Feb,7.1
1994 Mar,6.8
1994 Apr,6.2
1994 May,5.9
1994 Jun,6.2
1994 Jul,6.2
1994 Aug,5.9
1994 Sep,5.6
1994 Oct,5.4
1994 Nov,5.3
1994 Dec,5.1
1995 Jan,6.2
1995 Feb,5.9
1995 Mar,5.7
1995 Apr,5.6
1995 May,5.5
1995 Jun,5.8
1995 Jul,5.9
1995 Aug,5.6
1995 Sep,5.4
1995 Oct,5.2
1995 Nov,5.3
1995 Dec,5.2
1996 Jan,6.3
1996 Feb,6
1996 Mar,5.8
1996 Apr,5.4
1996 May,5.4
1996 Jun,5.5
1996 Jul,5.6
1996 Aug,5.1
1996 Sep,5
1996 Oct,4.9
1996 Nov,5
1996 Dec,5
1997 Jan,5.9
1997 Feb,5.7
1997 Mar,5.5
1997 Apr,4.8
1997 May,4.7
1997 Jun,5.2
1997 Jul,5
1997 Aug,4.8
1997 Sep,4.7
1997 Oct,4.4
1997 Nov,4.3
1997 Dec,4.4
1998 Jan,5.2
1998 Feb,5
1998 Mar,5
1998 Apr,4.1
1998 May,4.2
1998 Jun,4.7
1998 Jul,4.7
1998 Aug,4.5
1998 Sep,4.4
1998 Oct,4.2
1998 Nov,4.1
1998 Dec,4
1999 Jan,4.8
1999 Feb,4.7
1999 Mar,4.4
1999 Apr,4.1
1999 May,4
1999 Jun,4.5
1999 Jul,4.5
1999 Aug,4.2
1999 Sep,4.1
1999 Oct,3.8
1999 Nov,3.8
1999 Dec,3.7
2000 Jan,4.5
2000 Feb,4.4
2000 Mar,4.3
2000 Apr,3.7
2000 May,3.8
2000 Jun,4.1
2000 Jul,4.2
2000 Aug,4.1
2000 Sep,3.8
2000 Oct,3.6
2000 Nov,3.7
2000 Dec,3.7
2001 Jan,4.7
2001 Feb,4.6
2001 Mar,4.5
2001 Apr,4.2
2001 May,4.1
2001 Jun,4.7
2001 Jul,4.7
2001 Aug,4.9
2001 Sep,4.7
2001 Oct,5
2001 Nov,5.3
2001 Dec,5.4
2002 Jan,6.3
2002 Feb,6.1
2002 Mar,6.1
2002 Apr,5.7
2002 May,5.5
2002 Jun,6
2002 Jul,5.9
2002 Aug,5.7
2002 Sep,5.4
2002 Oct,5.3
2002 Nov,5.6
2002 Dec,5.7
2003 Jan,6.5
2003 Feb,6.4
2003 Mar,6.2
2003 Apr,5.8
2003 May,5.8
2003 Jun,6.5
2003 Jul,6.3
2003 Aug,6
2003 Sep,5.8
2003 Oct,5.6
2003 Nov,5.6
2003 Dec,5.4
2004 Jan,6.3
2004 Feb,6
2004 Mar,6
2004 Apr,5.4
2004 May,5.3
2004 Jun,5.8
2004 Jul,5.7
2004 Aug,5.4
2004 Sep,5.1
2004 Oct,5.1
2004 Nov,5.2
2004 Dec,5.1
2005 Jan,5.7
2005 Feb,5.8
2005 Mar,5.4
2005 Apr,4.9
2005 May,4.9
2005 Jun,5.2
2005 Jul,5.2
2005 Aug,4.9
2005 Sep,4.8
2005 Oct,4.6
2005 Nov,4.8
2005 Dec,4.6
2006 Jan,5.1
2006 Feb,5.1
2006 Mar,4.8
2006 Apr,4.5
2006 May,4.4
2006 Jun,4.8
2006 Jul,5
2006 Aug,4.6
2006 Sep,4.4
2006 Oct,4.1
2006 Nov,4.3
2006 Dec,4.3
2007 Jan,5
2007 Feb,4.9
2007 Mar,4.5
2007 Apr,4.3
2007 May,4.3
2007 Jun,4.7
2007 Jul,4.9
2007 Aug,4.6
2007 Sep,4.5
2007 Oct,4.4
2007 Nov,4.5
2007 Dec,4.8
2008 Jan,5.4
2008 Feb,5.2
2008 Mar,5.2
2008 Apr,4.8
2008 May,5.2
2008 Jun,5.7
2008 Jul,6
2008 Aug,6.1
2008 Sep,6
2008 Oct,6.1
2008 Nov,6.5
2008 Dec,7.1
2009 Jan,8.5
2009 Feb,8.9
2009 Mar,9
2009 Apr,8.6
2009 May,9.1
2009 Jun,9.7
2009 Jul,9.7
2009 Aug,9.6
2009 Sep,9.5
2009 Oct,9.5
2009 Nov,9.4
2009 Dec,9.7
2010 Jan,10.6
2010 Feb,10.4
2010 Mar,10.2
2010 Apr,9.5
2010 May,9.3
2010 Jun,9.6
2010 Jul,9.7
2010 Aug,9.5
2010 Sep,9.2
2010 Oct,9
2010 Nov,9.3
2010 Dec,9.1
2011 Jan,9.8
2011 Feb,9.5
2011 Mar,9.2
2011 Apr,8.7
2011 May,8.7
2011 Jun,9.3
2011 Jul,9.3
2011 Aug,9.1
2011 Sep,8.8
2011 Oct,8.5
2011 Nov,8.2
2011 Dec,8.3
2012 Jan,8.8
2012 Feb,8.7
2012 Mar,8.4
2012 Apr,7.7
2012 May,7.9
2012 Jun,8.4
2012 Jul,8.6
2012 Aug,8.2
2012 Sep,7.6
2012 Oct,7.5
2012 Nov,7.4
2012 Dec,7.6
2013 Jan,8.5
2013 Feb,8.1
2013 Mar,7.6
2013 Apr,7.1
2013 May,7.3
2013 Jun,7.8
2013 Jul,7.7
2013 Aug,7.3
2013 Sep,7
2013 Oct,7
2013 Nov,6.6
2013 Dec,6.5
2014 Jan,7
2014 Feb,7
2014 Mar,6.8
2014 Apr,5.9
2014 May,6.1
2014 Jun,6.3
2014 Jul,6.5
2014 Aug,6.3
2014 Sep,5.7
2014 Oct,5.5
2014 Nov,5.5
2014 Dec,5.4
2015 Jan,6.1
2015 Feb,5.8
2015 Mar,5.6
2015 Apr,5.1
2015 May,5.3
2015 Jun,5.5
2015 Jul,5.6
2015 Aug,5.2
2015 Sep,4.9
2015 Oct,4.8
2015 Nov,4.8
2015 Dec,4.8
2016 Jan,5.3
2016 Feb,5.2
2016 Mar,5.1
2016 Apr,4.7
2016 May,4.5
2016 Jun,5.1
2016 Jul,5.1
2016 Aug,5
2016 Sep,4.8
2016 Oct,4.7
2016 Nov,4.4
