index,value
1980 Oct,80.17
1980 Nov,77.48001
1980 Dec,82.34
1981 Jan,74.11
1981 Feb,69.03
1981 Mar,79.48001
1981 Apr,78.76
1981 May,67.55
1981 Jun,59.98
1981 Jul,44.35
1981 Aug,41.18
1981 Sep,71.53
1981 Oct,95.51999
1981 Nov,93.48001
1981 Dec,98.18
1982 Jan,70.48001
1982 Feb,77.63
1982 Mar,88.11
1982 Apr,93.15
1982 May,99.01
1982 Jun,93.31
1982 Jul,81.21
1982 Aug,79.63
1982 Sep,80.67
1982 Oct,85.63
1982 Nov,88.66001
1982 Dec,93.65
1983 Jan,95.49
1983 Feb,98.26999
1983 Mar,86.19
1983 Apr,79.69
1983 May,72.26
1983 Jun,35.06
1983 Jul,20.98
1983 Aug,29.67
1983 Sep,42.09
1983 Oct,52.96
1983 Nov,69.45
1983 Dec,76.86
1984 Jan,86.19
1984 Feb,96
1984 Mar,96.07
1984 Apr,86.85
1984 May,76.66001
1984 Jun,61.47
1984 Jul,46.26
1984 Aug,40.15
1984 Sep,72.59
1984 Oct,85.17
1984 Nov,91.74
1984 Dec,99.22
1985 Jan,76.55
1985 Feb,64.17
1985 Mar,69.2
1985 Apr,70.37
1985 May,79.55
1985 Jun,74.79
1985 Jul,70.9
1985 Aug,78.86
1985 Sep,84.28
1985 Oct,83.43
1985 Nov,85.55
1985 Dec,80.17
1986 Jan,90.82
1986 Feb,99.39
1986 Mar,99.18
1986 Apr,89.1
1986 May,82.18
1986 Jun,77.64
1986 Jul,55.93
1986 Aug,49.73
1986 Sep,70.12
1986 Oct,79.2
1986 Nov,87.83
1986 Dec,88.2
1987 Jan,94.83
1987 Feb,98.66001
1987 Mar,94.83999
1987 Apr,83.06
1987 May,61.42
1987 Jun,47.47
1987 Jul,31.81
1987 Aug,22.95
1987 Sep,17.87
