index,value
1970 Sep,329
1970 Oct,328
1970 Nov,308
1970 Dec,324
1971 Jan,299
1971 Feb,284
1971 Mar,306
1971 Apr,290
1971 May,292
1971 Jun,285
1971 Jul,295
1971 Aug,306
1971 Sep,317
1971 Oct,305
1971 Nov,294
1971 Dec,287
1972 Jan,278
1972 Feb,261
1972 Mar,275
1972 Apr,256
1972 May,270
1972 Jun,264
1972 Jul,265
1972 Aug,284
1972 Sep,284
1972 Oct,275
1972 Nov,269
1972 Dec,275
1973 Jan,259
1973 Feb,244
1973 Mar,267
1973 Apr,255
1973 May,260
1973 Jun,253
1973 Jul,267
1973 Aug,277
1973 Sep,277
1973 Oct,264
1973 Nov,255
1973 Dec,260
1974 Jan,261
1974 Feb,238
1974 Mar,257
1974 Apr,246
1974 May,254
1974 Jun,255
1974 Jul,273
1974 Aug,276
1974 Sep,286
1974 Oct,283
1974 Nov,261
1974 Dec,276
1975 Jan,264
1975 Feb,243
1975 Mar,259
1975 Apr,250
1975 May,262
1975 Jun,253
1975 Jul,280
1975 Aug,288
1975 Sep,270
1975 Oct,273
1975 Nov,241
1975 Dec,266
1976 Jan,257
1976 Feb,242
1976 Mar,266
1976 Apr,241
1976 May,252
1976 Jun,250
1976 Jul,281
1976 Aug,278
1976 Sep,286
1976 Oct,278
1976 Nov,260
1976 Dec,272
1977 Jan,274
1977 Feb,256
1977 Mar,276
1977 Apr,259
1977 May,273
1977 Jun,272
1977 Jul,297
1977 Aug,296
1977 Sep,290
1977 Oct,282
1977 Nov,262
1977 Dec,275
1978 Jan,262
1978 Feb,251
1978 Mar,285
1978 Apr,260
1978 May,272
1978 Jun,265
1978 Jul,296
1978 Aug,312
1978 Sep,289
1978 Oct,282
1978 Nov,274
1978 Dec,281
1979 Jan,277
