index,value
1981-Q3,6978.135
1981-Q4,6902.105
1982-Q1,6794.878
1982-Q2,6825.876
1982-Q3,6799.781
1982-Q4,6802.497
1983-Q1,6892.144
1983-Q2,7048.982
1983-Q3,7189.896
1983-Q4,7339.893
1984-Q1,7483.371
1984-Q2,7612.668
1984-Q3,7686.059
1984-Q4,7749.151
1985-Q1,7824.247
1985-Q2,7893.136
1985-Q3,8013.674
1985-Q4,8073.239
1986-Q1,8148.603
1986-Q2,8185.303
1986-Q3,8263.639
1986-Q4,8308.021
1987-Q1,8369.93
1987-Q2,8460.233
1987-Q3,8533.635
1987-Q4,8680.162
1988-Q1,8725.006
1988-Q2,8839.641
1988-Q3,8891.435
1988-Q4,9009.913
1989-Q1,9101.508
1989-Q2,9170.977
1989-Q3,9238.923
1989-Q4,9257.128
1990-Q1,9358.289
1990-Q2,9392.251
1990-Q3,9398.499
1990-Q4,9312.937
1991-Q1,9269.367
1991-Q2,9341.642
1991-Q3,9388.845
1991-Q4,9421.565
1992-Q1,9534.346
1992-Q2,9637.732
1992-Q3,9732.979
1992-Q4,9834.51
1993-Q1,9850.973
1993-Q2,9908.347
1993-Q3,9955.641
1993-Q4,10091.049
1994-Q1,10188.954
1994-Q2,10327.019
1994-Q3,10387.382
1994-Q4,10506.372
1995-Q1,10543.644
1995-Q2,10575.1
1995-Q3,10665.06
1995-Q4,10737.478
1996-Q1,10817.896
1996-Q2,10998.322
1996-Q3,11096.976
1996-Q4,11212.205
1997-Q1,11284.587
1997-Q2,11472.137
1997-Q3,11615.636
1997-Q4,11715.393
1998-Q1,11832.486
1998-Q2,11942.032
1998-Q3,12091.614
1998-Q4,12287
1999-Q1,12403.293
1999-Q2,12498.694
1999-Q3,12662.385
1999-Q4,12877.593
2000-Q1,12924.179
2000-Q2,13160.842
2000-Q3,13178.419
2000-Q4,13260.506
2001-Q1,13222.69
2001-Q2,13299.984
2001-Q3,13244.784
2001-Q4,13280.859
2002-Q1,13397.002
2002-Q2,13478.152
2002-Q3,13538.072
2002-Q4,13559.032
2003-Q1,13634.253
2003-Q2,13751.543
2003-Q3,13985.073
2003-Q4,14145.645
2004-Q1,14221.147
2004-Q2,14329.523
2004-Q3,14464.984
2004-Q4,14609.876
2005-Q1,14771.602
2005-Q2,14839.782
2005-Q3,14972.054
2005-Q4,15066.597
2006-Q1,15267.026
2006-Q2,15302.705
2006-Q3,15326.368
2006-Q4,15456.928
2007-Q1,15493.328
2007-Q2,15582.085
2007-Q3,15666.738
2007-Q4,15761.967
2008-Q1,15671.383
2008-Q2,15752.308
2008-Q3,15667.032
2008-Q4,15328.027
2009-Q1,15155.94
2009-Q2,15134.117
2009-Q3,15189.222
2009-Q4,15356.058
2010-Q1,15415.145
2010-Q2,15557.277
2010-Q3,15671.967
2010-Q4,15750.625
2011-Q1,15712.754
2011-Q2,15825.096
2011-Q3,15820.7
2011-Q4,16004.107
2012-Q1,16129.418
2012-Q2,16198.807
2012-Q3,16220.667
2012-Q4,16239.138
2013-Q1,16382.964
2013-Q2,16403.18
2013-Q3,16531.685
2013-Q4,16663.649
2014-Q1,16621.696
2014-Q2,16830.111
2014-Q3,17033.572
2014-Q4,17113.945
2015-Q1,17254.744
2015-Q2,17397.029
2015-Q3,17438.802
2015-Q4,17456.225
2016-Q1,17523.374
2016-Q2,17622.486
2016-Q3,17706.705
2016-Q4,17784.185
2017-Q1,17863.023
2017-Q2,17995.15
2017-Q3,18120.843
2017-Q4,18223.758
2018-Q1,18323.963
2018-Q2,18511.576
2018-Q3,18671.497
